,prices,car_names,cv,fuel,trasmission,date,location,type_seller,km,calender,etat
166,Prix : 37 000 DT,Belle DS 4 (possédée par une femme),7 CV,Essence,Manuelle,21 Fèvr. 2021,Ariana Ville,particulier,176000 Km,03-2013,Excellent
167,Prix : 39 000 DT,SUZUKI BALENO 1.4 5 CV Essence Boite Auto,5 CV,Essence,Automatique,21 Fèvr. 2021,Mannouba,particulier,93000 Km,06-2018,Excellent
168,Prix : 65 000 DT,Sportage 1.7 CRDI 115 Premium très bon état,7 CV,Diesel,Manuelle,21 Fèvr. 2021,El Ouerdia,particulier,168000 Km,05-2011,Très bon
169,Prix : 44 000 DT,2009 Volkswagen Tiguan TDI BVA,9 CV,Diesel,Automatique,21 Fèvr. 2021,Ezzahra,professionnel,183000 Km,11-2009,Excellent
170,Prix : 63 000 DT,Mercedes A180,6 CV,Essence,Manuelle,20 Fèvr. 2021,Ariana Ville,particulier,120000 Km,05-2013,Excellent
171,Prix : 43 000 DT,Lada Niva,7 CV,Essence,Manuelle,20 Fèvr. 2021,La Marsa,particulier,31000 Km,2017,Neuf
172,Prix : 105 000 DT,2015 Mercedes C200d BVA,7 CV,Diesel,Automatique,20 Fèvr. 2021,Ezzahra,professionnel,133000 Km,05-2015,Excellent
173,Prix : 53 000 DT,2014 Seat Leon Style Toit pano BVA 1ère main,6 CV,Essence,Automatique,20 Fèvr. 2021,Ezzahra,professionnel,79000 Km,09-2014,Excellent
174,Prix : 56 000 DT,2017 Peugeot 2008 toit pano 1ère main,5 CV,Essence,Manuelle,20 Fèvr. 2021,Ezzahra,professionnel,49000 Km,06-2017,Excellent
175,Prix : 39 000 DT,BMW SÉRIE 3 E90,7 CV,Essence,Manuelle,19 Fèvr. 2021,La Soukra,particulier,177000 Km,11-2007,Excellent
176,Prix : 105 000 DT,2013 Mercedes CLA200 AMG toit pano BVA,8 CV,Essence,Automatique,19 Fèvr. 2021,Ariana Ville,professionnel,32000 Km,07-2013,Excellent
177,Prix : 16 000 DT,Fiat siena à vendre,5 CV,Essence,Manuelle,18 Fèvr. 2021,Carthage,particulier,180 Km,09-2007,Bon
178,Prix : 25 000 DT,Nissan sunny boite automatique,7 CV,Essence,Automatique,18 Fèvr. 2021,Hammam Sousse,particulier,141000 Km,10-2009,Excellent
179,Prix : 47 000 DT,2009 BMW 316i E92 Kit M toit ouvrant,7 CV,Essence,Manuelle,18 Fèvr. 2021,Ezzahra,professionnel,170000 Km,09-2009,Excellent
180,Prix : 77 000 DT,2019 Mazda 3 Skyactiv High Grade toit ouvrant,6 CV,Essence,Manuelle,18 Fèvr. 2021,Ezzahra,professionnel,17000 Km,05-2019,Excellent
181,Prix : 30 000 DT,2012 Citroën DS3,5 CV,Essence,Manuelle,18 Fèvr. 2021,Ezzahra,professionnel,128000 Km,07-2012,Excellent
182,Prix : 24 900 DT,2014 Nissan Micra 1ere Main,5 CV,Essence,Manuelle,18 Fèvr. 2021,Ariana Ville,professionnel,141000 Km,04-2014,Excellent
183,Prix : 55 500 DT,2018 Seat Altea iTech 1ére main,5 CV,Diesel,Manuelle,17 Fèvr. 2021,Ezzahra,professionnel,48000 Km,05-2018,Excellent
184,Prix : 32 000 DT,2011 Mini One,4 CV,Essence,Manuelle,16 Fèvr. 2021,Ezzahra,professionnel,83000 Km,06-2011,Excellent
185,Prix : 40 000 DT,2012 Mazda BT-50,10 CV,Diesel,Manuelle,16 Fèvr. 2021,Ezzahra,professionnel,172000 Km,10-2012,Excellent
186,Prix : 46 500 DT,2016 Ford Focus EcoBoost Titanium,6 CV,Essence,Manuelle,16 Fèvr. 2021,Ariana Ville,professionnel,63000 Km,04-2016,Excellent
187,Prix : 34 500 DT,2015 Kia Picanto,4 CV,Essence,Manuelle,16 Fèvr. 2021,Ezzahra,professionnel,82000 Km,11-2015,Excellent
188,Prix : 30 000 DT,Vendre,4 CV,Essence,Manuelle,16 Fèvr. 2021,Sousse Jaouhara,particulier,64000 Km,12-2014,Excellent
189,Prix : 18 000 DT,Golf 4 SDI 1.9,5 CV,Diesel,Manuelle,15 Fèvr. 2021,Nefta,particulier,390000 Km,03-2002,Bon
190,Prix : 44 000 DT,Voiture femme medecin a vendrekenbo S3,7 CV,Essence,Manuelle,15 Fèvr. 2021,La Marsa,particulier,92000 Km,2017,Excellent
191,Prix : 27 900 DT,2017 Fiat Panda,4 CV,Essence,Manuelle,15 Fèvr. 2021,Ezzahra,professionnel,74000 Km,03-2017,Excellent
192,Prix : 22 000 DT,2014 Citroën C-élysée 1ère main,5 CV,Essence,Manuelle,14 Fèvr. 2021,Ezzahra,professionnel,92000 Km,03-2014,Excellent
193,Prix : 37 000 DT,2017 Kia Rio Sedan,5 CV,Essence,Manuelle,12 Fèvr. 2021,Ezzahra,professionnel,102000 Km,11-2017,Excellent
194,Prix : 42 000 DT,FORD FOCUS TITANIUM,6 CV,Essence,Manuelle,12 Fèvr. 2021,Rades,particulier,110 Km,12-2016,Très bon
195,Prix : 68 000 DT,2018 Toyota CH-R,6 CV,Essence,Manuelle,12 Fèvr. 2021,Ezzahra,professionnel,133000 Km,01-2018,Excellent
196,Prix : 29 500 DT,2008 Chrysler 300c BVA,13 CV,Essence,Automatique,12 Fèvr. 2021,Ezzahra,professionnel,225000 Km,06-2008,Excellent
197,Prix : 19 000 DT,Voiture a vendre,5 CV,Essence,Manuelle,12 Fèvr. 2021,Kalaa El Kebira,particulier,16000 Km,07-2009,Neuf
198,Prix : 31 000 DT,C5 HDI Diesel Toute Options 1er Main*,6 CV,Diesel,Manuelle,12 Fèvr. 2021,Les Berges Du Lac,particulier,168000 Km,09-2009,Excellent
199,Prix : 26 900 DT,2013 Citroen C-Elysse BVA 1ère Main,7 CV,Essence,Automatique,12 Fèvr. 2021,Ariana Ville,professionnel,152000 Km,03-2013,Excellent
200,Prix : 33 000 DT,2015 Toyota Avanza BVA,6 CV,Essence,Automatique,12 Fèvr. 2021,Ezzahra,professionnel,96000 Km,01-2015,Excellent
201,Prix : 24 000 DT,Citroën Nemo 1ère main,6 CV,Diesel,Manuelle,11 Fèvr. 2021,Menzel Temime,particulier,142000 Km,08-2015,Très bon
202,Prix : 31 000 DT,Dacia duster en trés bon état,7 CV,Essence,Manuelle,10 Fèvr. 2021,Ben Arous,particulier,225000 Km,11-2011,Très bon
203,Prix : 43 500 DT,2014 Seat Leon,5 CV,Essence,Manuelle,10 Fèvr. 2021,Ezzahra,professionnel,107000 Km,10-2014,Excellent
204,Prix : 39 900 DT,2014 Peugoet 508 1ere Main,9 CV,Essence,Manuelle,10 Fèvr. 2021,Ariana Ville,professionnel,85000 Km,04-2014,Excellent
205,Prix : 47 000 DT,2009 BMW 320i E90 BVA toit ouvrant,10 CV,Essence,Automatique,10 Fèvr. 2021,Ezzahra,professionnel,178000 Km,02-2009,Excellent
206,Prix : 30 000 DT,TOYOTA YARIS Première main,5 CV,Essence,Manuelle,9 Fèvr. 2021,Monastir,particulier,256000 Km,2014,D'origine
207,Prix : 50 000 DT,2015 Nissan Juke Tekna,6 CV,Essence,Manuelle,9 Fèvr. 2021,Ezzahra,professionnel,113000 Km,12-2015,Excellent
208,Prix : 42 500 DT,1991 Toyota Land Cruiser LJ79,11 CV,Diesel,Manuelle,9 Fèvr. 2021,Ariana Ville,professionnel,686000 Km,02-1991,Excellent
209,Prix : 35 000 DT,2012 Citroen DS3,7 CV,Essence,Manuelle,9 Fèvr. 2021,Ezzahra,professionnel,123000 Km,03-2012,Excellent
210,Prix : 98 000 DT,2018 Audi A4 BVA,8 CV,Essence,Automatique,8 Fèvr. 2021,Ezzahra,professionnel,63000 Km,01-2018,Excellent
211,Prix : 42 000 DT,2019 Seat Ibiza Style 1ère main,4 CV,Essence,Manuelle,8 Fèvr. 2021,Ezzahra,professionnel,69000 Km,01-2019,Excellent
212,Prix : 35 000 DT,Vendre passat,6 CV,Diesel,Manuelle,7 Fèvr. 2021,Ariana Ville,particulier,130000 Km,2010,Très bon
213,Prix : 38 000 DT,Audi A1,5 CV,Essence,Manuelle,7 Fèvr. 2021,La Soukra,particulier,123000 Km,02-2011,Très bon
214,Prix : 18 000 DT,Citroën C3 phase 2,4 CV,Essence,Manuelle,6 Fèvr. 2021,Ben Arous,particulier,200000 Km,02-2006,D'origine
215,Prix : 27 000 DT,Belle Audi A4 Break,8 CV,Diesel,Manuelle,6 Fèvr. 2021,Sousse Ville,particulier,377000 Km,12-2007,Bon
216,Prix : 25 000 DT,301 Peugeot,4 CV,Essence,Automatique,6 Fèvr. 2021,Cite El Khadra,particulier,94000 Km,10-2015,Très bon
217,Prix : 34 500 DT,"Citroën C4, B7 Exlusive, full option",6 CV,Essence,Automatique,6 Fèvr. 2021,Monastir,particulier,150000 Km,12-2012,D'origine
218,Prix : 26 000 DT,Toyota Yaris couleur champagne,4 CV,Essence,Manuelle,5 Fèvr. 2021,Tunis,particulier,170000 Km,01-2010,Très bon
219,Prix : 39 500 DT,2016 Ford Focus EcoBoost 1ère Main,6 CV,Essence,Manuelle,5 Fèvr. 2021,Ariana Ville,professionnel,119000 Km,10-2016,Excellent
220,Prix : 35 500 DT,2018 Citroën C-elysee 1ère main,5 CV,Essence,Manuelle,5 Fèvr. 2021,Ariana Ville,professionnel,67000 Km,03-2018,Excellent
221,Prix : 59 500 DT,2014 Mercedes C180 restylè BVM,9 CV,Essence,Manuelle,4 Fèvr. 2021,Ezzahra,professionnel,132000 Km,01-2014,Excellent
222,Prix : 95 000 DT,TOYOTA LANDCRUISER HDJ100 VX BA,17 CV,Diesel,Automatique,3 Fèvr. 2021,Nabeul,particulier,471000 Km,10-2000,Très bon
223,Prix : 34 000 DT,2007 Volkswagen Golf 5 GTI toit ouvrant,6 CV,Essence,Manuelle,3 Fèvr. 2021,Ezzahra,professionnel,134000 Km,03-2007,Excellent
224,Prix : 69 000 DT,2017 Ford Fusion ST EcoBoost,9 CV,Essence,Manuelle,3 Fèvr. 2021,Ariana Ville,professionnel,59000 Km,08-2017,Excellent
225,Prix : 39 000 DT,Audi A4 - Full Option,7 CV,Essence,Automatique,3 Fèvr. 2021,La Marsa,particulier,260000 Km,04-2011,Très bon
226,Prix : 80 000 DT,BMW Serie 3 Luxury line,7 CV,Essence,Automatique,3 Fèvr. 2021,Tunis,particulier,170000 Km,07-2014,Excellent
227,Prix : 38 000 DT,Vente DS4,7 CV,Essence,Manuelle,2 Fèvr. 2021,La Marsa,particulier,109000 Km,06-2013,Excellent
228,Prix : 60 000 DT,2013 Mazda BT-50 double cabine,9 CV,Diesel,Manuelle,31 Janv. 2021,Ezzahra,professionnel,170000 Km,04-2013,Excellent
229,Prix : 51 000 DT,2014 Volkswagen Golf 7,5 CV,Essence,Manuelle,31 Janv. 2021,Ezzahra,professionnel,174000 Km,06-2014,Excellent
230,Prix : 85 000 DT,2008 BMW X5 Pack M toit pano Xdrive,15 CV,Diesel,Manuelle,31 Janv. 2021,Ariana Ville,professionnel,221000 Km,02-2008,Excellent
231,Prix : 57 000 DT,2014 Golf 7 CUP Toit pano,5 CV,Essence,Manuelle,30 Janv. 2021,Ezzahra,professionnel,176000 Km,03-2015,Excellent
232,Prix : 66 000 DT,2013 Kia Sportage toit ouvrant,6 CV,Diesel,Manuelle,30 Janv. 2021,Ezzahra,professionnel,168000 Km,03-2013,Excellent
233,Prix : 50 000 DT,2018 Wallyscar Iris privilège 1ère main,5 CV,Essence,Manuelle,30 Janv. 2021,Ezzahra,professionnel,16000 Km,12-2018,Excellent
234,Prix : 37 500 DT,2017 MG GT 1ère main,6 CV,Essence,Manuelle,30 Janv. 2021,Ezzahra,professionnel,96000 Km,08-2017,Excellent
235,Prix : 26 500 DT,2016 Fiat Doblo,5 CV,Diesel,Manuelle,30 Janv. 2021,Ezzahra,professionnel,87000 Km,10-2016,Excellent
236,Prix : 85 000 DT,2018 Mazda BT-50 1ère main,9 CV,Diesel,Manuelle,30 Janv. 2021,Ezzahra,professionnel,45000 Km,03-2018,Excellent
237,Prix : 73 900 DT,2016 Volkswagen Passat Smartline,7 CV,Essence,Manuelle,30 Janv. 2021,Ezzahra,professionnel,107000 Km,06-2016,Excellent
238,Prix : 69 000 DT,2020 JMC Carrying 0 km,9 CV,Diesel,Manuelle,30 Janv. 2021,Ezzahra,professionnel,0 Km,09-2020,Excellent
239,Prix : 45 500 DT,2010 Kia Sorento BVA Toit pano,12 CV,Diesel,Automatique,30 Janv. 2021,Ezzahra,professionnel,211000 Km,03-2010,Excellent
240,Prix : 59 900 DT,2013 Volkswagen Amarok,7 CV,Diesel,Manuelle,30 Janv. 2021,Ezzahra,professionnel,124000 Km,09-2013,Excellent
241,Prix : 32 000 DT,2014 Peugeot 208,5 CV,Essence,Manuelle,30 Janv. 2021,Ezzahra,professionnel,189000 Km,10-2014,Excellent
242,Prix : 57 500 DT,2014 Volkswagen Golf 7 BVM6 Toit pano,6 CV,Essence,Manuelle,30 Janv. 2021,Ezzahra,professionnel,137000 Km,06-2014,Excellent
243,Prix : 37 000 DT,2017 Peugeot Partner B9,5 CV,Diesel,Manuelle,30 Janv. 2021,Ezzahra,professionnel,82000 Km,04-2017,Excellent
244,Prix : 26 500 DT,2011 Renault Megane 3,7 CV,Essence,Manuelle,30 Janv. 2021,Ezzahra,professionnel,181000 Km,05-2011,Excellent
245,Prix : 56 500 DT,Nissan juke à vendre,6 CV,Essence,Manuelle,28 Janv. 2021,Tunis,particulier,147000 Km,12-2015,Très bon
246,Prix : 79 500 DT,2020 Peugeot Rifter 1er main,5 CV,Diesel,Manuelle,28 Janv. 2021,Ariana Ville,professionnel,7000 Km,08-2020,Excellent
247,Prix : 180 000 DT,2016 Land Rover Discovery Sport Sd4 BVA toit pano,9 CV,Diesel,Automatique,28 Janv. 2021,Ezzahra,professionnel,97000 Km,07-2016,Excellent
248,Prix : 25 000 DT,2016 Citroën C élysée Exclusive,5 CV,Essence,Manuelle,27 Janv. 2021,Ezzahra,professionnel,156000 Km,08-2016,Excellent
249,Prix : 55 000 DT,2012 Volkswagen Passat Highline BVA toit ouvrant,9 CV,Essence,Automatique,26 Janv. 2021,Ezzahra,professionnel,131000 Km,12-2012,Excellent
250,Prix : 73 000 DT,2016 Renault kadjar 1 ère main,7 CV,Essence,Manuelle,24 Janv. 2021,Ezzahra,professionnel,21000 Km,09-2016,Excellent
251,Prix : 80 000 DT,2014 Mercedes C180 bvm,8 CV,Essence,Manuelle,24 Janv. 2021,Ezzahra,professionnel,220000 Km,07-2014,Excellent
252,Prix : 42 000 DT,2001 Mercedes E200 BVA,9 CV,Essence,Automatique,24 Janv. 2021,Ezzahra,professionnel,50000 Km,06-2001,Excellent
253,Prix : 58 000 DT,A vendre Une Tres Belle Audi A6,8 CV,Diesel,Automatique,24 Janv. 2021,Kairouan Sud,particulier,185000 Km,03-2008,Très bon
254,Prix : 255 000 DT,"S hybrid offre valable au 31 janv 2021, ne plus appeler après cette date",11 CV,Diesel,Automatique,24 Janv. 2021,Les Berges Du Lac,particulier,70000 Km,03-2014,Excellent
255,Prix : 16 DT,Citroën berlingot 05 places,6 CV,Essence,Manuelle,23 Janv. 2021,Tunis,particulier,800 Km,02-2007,Bon
256,Prix : 31 500 DT,Peugeot 208 version Allure pack,5 CV,Essence,Manuelle,23 Janv. 2021,La Marsa,particulier,79000 Km,06-2013,D'origine
257,Prix : 13 000 DT,Avendre megane 1.5DCI,5 CV,Diesel,Manuelle,23 Janv. 2021,Ain Zaghouan,particulier,180000 Km,02-2007,Très bon
258,Prix : 25 000 DT,Audi a4,7 CV,Essence,Manuelle,22 Janv. 2021,Le Kef Ouest,particulier,274000 Km,01-2005,Très bon
259,Prix : 27 900 DT,2009 Mini One,5 CV,Essence,Manuelle,22 Janv. 2021,Ezzahra,professionnel,111000 Km,06-2009,Excellent
260,Prix : 59 000 DT,,5 CV,Essence,Manuelle,21 Janv. 2021,Zaghouan,particulier,85000 Km,03-2013,Excellent
261,Prix : 65 500 DT,AUDI A3 TFSI 1.4 toute neuve,6 CV,Essence,Automatique,21 Janv. 2021,Gafsa Sud,particulier,72000 Km,09-2014,Excellent
262,Prix : 67 000 DT,HAVAL H6 45000 KM 2018 BOITE AUTO,9 CV,Essence,Automatique,20 Janv. 2021,Ariana Ville,particulier,45000 Km,04-2018,Neuf
263,Prix : 88 000 DT,2010 BMW 523i F10 BVA toit ouvrant,12 CV,Essence,Automatique,20 Janv. 2021,Ezzahra,professionnel,249000 Km,08-2010,Excellent
264,Prix : 29 500 DT,2009 Citroën Jumpy,7 CV,Diesel,Manuelle,20 Janv. 2021,Ezzahra,professionnel,250000 Km,06-2009,Excellent
265,Prix : 41 500 DT,TAP706-Audi A4,9 CV,Essence,Manuelle,20 Janv. 2021,Ezzahra,professionnel,84000 Km,07-2009,Excellent
266,Prix : 67 000 DT,2009 Mercedes E220 CDI BVA,10 CV,Diesel,Automatique,20 Janv. 2021,Ezzahra,professionnel,146000 Km,08-2009,Excellent
267,Prix : 39 900 DT,TAP597- Porsche Cayenne,19 CV,Essence,Automatique,20 Janv. 2021,Ariana Ville,professionnel,189000 Km,12-2003,Excellent
268,Prix : 132 500 DT,2017 Kia Sportage BVA Toit ouvrant 1ére main,10 CV,Diesel,Automatique,20 Janv. 2021,Ariana Ville,professionnel,79000 Km,04-2017,Excellent
269,Prix : 31 000 DT,2009 Volkswagen Golf 6,7 CV,Essence,Manuelle,20 Janv. 2021,Ezzahra,professionnel,222000 Km,03-2009,Excellent
270,Prix : 70 000 DT,2010 Land Rover Freelander2 HSE BVA,11 CV,Diesel,Automatique,20 Janv. 2021,Ezzahra,professionnel,220000 Km,02-2010,Excellent
271,Prix : 26 500 DT,A vendre Opel Corsa D,5 CV,Essence,Manuelle,19 Janv. 2021,El Kram,particulier,95700 Km,02-2015,D'origine
272,Prix : 31 500 DT,Golf 6 1.4 TSI BVA,9 CV,Essence,Automatique,19 Janv. 2021,Mejez El Bab,particulier,158000 Km,12-2010,Très bon
273,Prix : 15 000 DT,Belle 206 ndhifa,4 CV,Essence,Manuelle,16 Janv. 2021,Sfax Sud,particulier,280000 Km,2001,Très bon
274,Prix : 48 000 DT,2016 Hyundai HD45,9 CV,Diesel,Manuelle,13 Janv. 2021,Ezzahra,professionnel,104000 Km,02-2016,Excellent
275,Prix : 13 500 DT,Peugeot 206 basique française,4 CV,Essence,Manuelle,12 Janv. 2021,El Mourouj,particulier,280 Km,2001,Très bon
276,Prix : 78 000 DT,2005 Toyota Prado,11 CV,Diesel,Manuelle,11 Janv. 2021,Ezzahra,professionnel,270000 Km,12-2004,Excellent
277,Prix : 42 500 DT,2014 Volkswagen Jetta,7 CV,Essence,Manuelle,11 Janv. 2021,Ezzahra,professionnel,170000 Km,08-2014,Excellent
278,Prix : 19 800 DT,Polo 6,5 CV,Essence,Manuelle,10 Janv. 2021,Beni Khiar,particulier,268000 Km,08-2008,Excellent
279,Prix : 21 000 DT,Femme vend voiture très bon état,5 CV,Essence,Manuelle,10 Janv. 2021,Ariana Ville,particulier,99000 Km,11-2010,Très bon
280,Prix : 33 500 DT,2013 Renault Clio 4,5 CV,Essence,Manuelle,9 Janv. 2021,Ezzahra,professionnel,132000 Km,11-2013,Excellent
281,Prix : 17 000 DT,1999 Suzuki Grand Vitara,7 CV,Diesel,Manuelle,9 Janv. 2021,Ezzahra,professionnel,342000 Km,07-1999,Excellent
282,Prix : 53 000 DT,2018 Hyundai H350,8 CV,Diesel,Manuelle,9 Janv. 2021,Ezzahra,professionnel,96000 Km,01-2018,Excellent
283,Prix : 22 500 DT,2010 Citroen Berlingo B9,5 CV,Diesel,Manuelle,9 Janv. 2021,Ezzahra,professionnel,224000 Km,07-2010,Excellent
284,Prix : 24 900 DT,2006 Opel Astra,5 CV,Essence,Manuelle,8 Janv. 2021,Ezzahra,professionnel,187000 Km,10-2006,Excellent
285,Prix : 57 000 DT,2015 Volkswagen Golf 7 Smartline,5 CV,Essence,Manuelle,6 Janv. 2021,Ezzahra,professionnel,99000 Km,09-2015,Excellent
286,Prix : 29 000 DT,A vendre Toyota Yaris Sedan en très bon état,5 CV,Essence,Manuelle,6 Janv. 2021,Le Bardo,particulier,180 Km,12-2013,Excellent
287,Prix : 31 000 DT,2016 Seat Ibiza,4 CV,Essence,Manuelle,6 Janv. 2021,Ezzahra,professionnel,135000 Km,11-2016,Excellent
288,Prix : 33 000 DT,A VENDRE Toyota Corolla,8 CV,Essence,Automatique,5 Janv. 2021,Sousse Ville,particulier,108000 Km,2010,D'origine
289,Prix : 85 000 DT,MERCEDES E250 COUPEE 59 000 KM,12 CV,Essence,Automatique,5 Janv. 2021,La Marsa,particulier,59000 Km,10-2010,Excellent
290,Prix : 62 500 DT,2012 BMW 116i Pack Urban Toit ouvrant,7 CV,Essence,Manuelle,4 Janv. 2021,Ezzahra,professionnel,174000 Km,06-2012,Excellent
291,Prix : 68 000 DT,2015 Fiat 500 X,6 CV,Diesel,Manuelle,4 Janv. 2021,Ezzahra,professionnel,68000 Km,12-2015,Excellent
292,Prix : 78 000 DT,2018 Audi A3 Berline,5 CV,Essence,Manuelle,4 Janv. 2021,Ezzahra,professionnel,62000 Km,01-2018,Excellent
293,Prix : 18 000 DT,Clio 3,6 CV,Diesel,Manuelle,4 Janv. 2021,El Omrane Superieur,particulier,300000 Km,06-2008,Excellent
294,Prix : 23 900 DT,2003 BMW 318i E46 BVA,8 CV,Essence,Automatique,4 Janv. 2021,Ariana Ville,professionnel,323000 Km,08-2003,Excellent
295,Prix : 21 500 DT,Peugeot 407,9 CV,Essence,Manuelle,4 Janv. 2021,Nouvelle Medina,particulier,186000 Km,12-2005,Très bon
296,Prix : 25 500 DT,Vente FIAT punto pop,4 CV,Essence,Manuelle,2 Janv. 2021,Ezzahra,particulier,97000 Km,11-2013,Très bon
297,Prix : 28 800 DT,Magnifique Peugeot 208,5 CV,Essence,Manuelle,2 Janv. 2021,Rades,particulier,86000 Km,01-2013,Excellent
298,Prix : 27 400 DT,Citroën C-Elysee,4 CV,Essence,Manuelle,1 Janv. 2021,Sousse Ville,particulier,150 Km,04-2015,Assez bon
299,Prix : 36 500 DT,BMW 320D 163CH DIN.,9 CV,Diesel,Manuelle,29 Déc. 2020,Mannouba,particulier,180000 Km,09-2005,D'origine
300,Prix : 30 000 DT,A vendre 208 Première main,4 CV,Essence,Manuelle,29 Déc. 2020,Le Bardo,particulier,115000 Km,03-2016,Très bon
301,Prix : 63 900 DT,2013 BMW 316i F30 BVM,7 CV,Essence,Manuelle,29 Déc. 2020,Ezzahra,professionnel,207000 Km,09-2013,Excellent
302,Prix : 132 000 DT,2014 Mercedes C180 BVA,8 CV,Essence,Automatique,29 Déc. 2020,Ezzahra,professionnel,21000 Km,07-2014,Excellent
303,Prix : 45 000 DT,Seat ibiza,4 CV,Essence,Manuelle,29 Déc. 2020,Sousse Jaouhara,particulier,40 Km,11-2017,Excellent
304,Prix : 23 400 DT,Fiat gandu gazoil multijet B.V.A,5 CV,Diesel,Automatique,27 Déc. 2020,Bembla,particulier,190 Km,12-2007,D'origine
305,Prix : 33 000 DT,A vendre Toyota Yaris Sedan en très bon état,5 CV,Essence,Manuelle,27 Déc. 2020,Le Bardo,particulier,180 Km,12-2013,Excellent
306,Prix : 61 000 DT,2014 Volkswagen Golf 7 TDI toit pano,5 CV,Diesel,Manuelle,26 Déc. 2020,Ezzahra,professionnel,145000 Km,04-2014,Excellent
307,Prix : 48 000 DT,2009 Mercedes C180 BVA toit ouvrant,9 CV,Essence,Automatique,24 Déc. 2020,Ariana Ville,professionnel,193000 Km,04-2009,Excellent
308,Prix : 58 000 DT,2013 Ford Ranger XLT,7 CV,Diesel,Manuelle,24 Déc. 2020,Ezzahra,professionnel,249000 Km,06-2013,Excellent
309,Prix : 23 500 DT,Fiat gandu gazoil multijet B.V.A,5 CV,Diesel,Automatique,23 Déc. 2020,Bembla,particulier,190 Km,12-2007,D'origine
310,Prix : 55 000 DT,Seat Leon,6 CV,Essence,Manuelle,23 Déc. 2020,Ariana Ville,particulier,44000 Km,01-2017,Excellent
311,Prix : 192 600 DT,A vendre Audi A3 modèle 2017 importée des Etats-Unis,14 CV,Essence,Automatique,23 Déc. 2020,La Soukra,particulier,8200 Km,10-2016,Excellent
312,Prix : 49 000 DT,TAP277- Cadillac Escalade EXT BVA toit ouvrant,22 CV,Essence,Automatique,23 Déc. 2020,Ezzahra,professionnel,106000 Km,06-2004,Excellent
313,Prix : 27 600 DT,Polo 7 a vendre,5 CV,Essence,Manuelle,22 Déc. 2020,El Kram,particulier,230000 Km,07-2012,Excellent
314,Prix : 38 000 DT,"Société vend : Mercedes E200 très bon état,Toutes options,",10 CV,Essence,Automatique,22 Déc. 2020,El Omrane,particulier,232000 Km,06-2004,Très bon
315,Prix : 39 500 DT,2020 Fiat Panda Cross 1ére main,4 CV,Essence,Manuelle,22 Déc. 2020,Ezzahra,professionnel,11000 Km,08-2020,Excellent
316,Prix : 34 000 DT,PEUGEOT 208,5 CV,Essence,Manuelle,21 Déc. 2020,Les Berges Du Lac,particulier,78000 Km,08-2013,Très bon
317,Prix : 47 000 DT,VOLVO V40,10 CV,Essence,Automatique,21 Déc. 2020,Les Berges Du Lac,particulier,100000 Km,10-2013,Excellent
318,Prix : 49 500 DT,2009 Mercedes C200 Avantgarde 1ère main,11 CV,Essence,Manuelle,20 Déc. 2020,Ariana Ville,professionnel,227000 Km,06-2009,Excellent
319,Prix : 54 500 DT,2010 BMW 316i coupe E92 toit ouvrant,7 CV,Essence,Manuelle,20 Déc. 2020,Ariana Ville,professionnel,174000 Km,09-2010,Excellent
320,Prix : 75 000 DT,2010 Mercedes E220 CDI BVA 1ère main,10 CV,Diesel,Automatique,19 Déc. 2020,Ezzahra,professionnel,177000 Km,07-2010,Excellent
321,Prix : 32 000 DT,Kia rio 2014,5 CV,Essence,Manuelle,18 Déc. 2020,Hammam Chatt,particulier,153000 Km,03-2014,Excellent
322,Prix : 38 000 DT,2017 Seat Ibiza Style,4 CV,Essence,Manuelle,18 Déc. 2020,Ezzahra,professionnel,49000 Km,10-2017,Excellent
323,Prix : 28 500 DT,2012 Ford Mondeo,7 CV,Essence,Manuelle,18 Déc. 2020,Ezzahra,professionnel,150000 Km,11-2012,Excellent
324,Prix : 28 000 DT,Hyundai Grand i10 2015,5 CV,Essence,Manuelle,17 Déc. 2020,Ariana Ville,particulier,133300 Km,12-2015,Excellent
325,Prix : 71 000 DT,AUDI A3 TFSI 1.4,6 CV,Essence,Automatique,16 Déc. 2020,Gafsa Sud,particulier,72000 Km,07-2014,Excellent
326,Prix : 28 500 DT,2012 Ford Mondeo,9 CV,Essence,Manuelle,16 Déc. 2020,Ezzahra,professionnel,122000 Km,06-2012,Excellent
327,Prix : 54 000 DT,TIVOLI COMME NEUVE,7 CV,Essence,Manuelle,14 Déc. 2020,El Ksar,particulier,64000 Km,08-2016,Excellent
328,Prix : 19 500 DT,Vente voiture,6 CV,Essence,Manuelle,13 Déc. 2020,Beja Nord,particulier,167000 Km,06-2011,Excellent
329,Prix : 57 000 DT,2018 Isuzu Dmax 4portes 1ère main,8 CV,Diesel,Manuelle,13 Déc. 2020,Ezzahra,professionnel,98000 Km,05-2018,Excellent
330,Prix : 25 000 DT,2006 Peugeot 407 BVA,9 CV,Essence,Automatique,10 Déc. 2020,Ezzahra,professionnel,221000 Km,01-2006,Excellent
331,Prix : 24 000 DT,Renault (Clio 3),5 CV,Essence,Manuelle,9 Déc. 2020,Mannouba,particulier,202000 Km,05-2008,Très bon
332,Prix : 62 000 DT,2013 Volkswagen Golf 7 TDI Highline Toit pano,5 CV,Diesel,Manuelle,9 Déc. 2020,Ariana Ville,professionnel,151000 Km,02-2013,Excellent
